-77.96994,44.60287
-77.96007,44.60574
-77.95921,44.60452
-77.94926,44.60721
-77.95106,44.61081
-77.94900,44.61063
-77.94900,44.60977
-77.94814,44.60983
-77.94823,44.61057
-77.94651,44.61063
-77.94574,44.61038
-77.94462,44.61069
-77.94694,44.61154
-77.94660,44.61228
-77.94282,44.61154
-77.93304,44.61148
-77.93467,44.61539
-77.91596,44.61985
-77.89939,44.62468
-77.89321,44.61216
-77.90969,44.60794
-77.91347,44.60171
-77.91201,44.59932
-77.90119,44.60067
-77.88918,44.60378
-77.88798,44.60158
-77.89759,44.59871
-77.92222,44.59052
-77.91905,44.58551
-77.92703,44.58343
-77.92617,44.58221
-77.93415,44.58001
-77.93183,44.57499
-77.94849,44.57065
-77.95449,44.58050
-77.96308,44.57823
-77.96342,44.57848
-77.97938,44.57426
-77.97904,44.57353
-77.98685,44.57175
-77.98883,44.57664
-77.98187,44.57860
-77.98213,44.57903
-77.97518,44.58092
-77.97827,44.58563
-77.96994,44.58802
-77.96823,44.58563
-77.95990,44.58795
-77.96136,44.59046
-77.96668,44.59804
