-78.99682,45.10452
-78.84301,45.14280
-78.84026,45.14062
-78.84268,45.13619
-78.84362,45.13231
-78.84165,45.12904
-78.83598,45.13001
-78.83452,45.12462
-78.82130,45.09833
-78.82139,45.09688
-78.81821,45.09215
-78.82834,45.08949
-78.81658,45.06688
-78.82611,45.06421
-78.82259,45.05766
-78.82723,45.05645
-78.83092,45.06300
-78.85512,45.05639
-78.85057,45.04778
-78.85512,45.04645
-78.85006,45.03699
-78.85589,45.03504
-78.90001,45.03565
-78.90765,45.03444
-78.91443,45.03492
-78.92224,45.03735
-78.93331,45.03917
-78.93658,45.04153
-78.94190,45.04275
-78.95091,45.04426
-78.96275,45.03783
